recom_id,product_id,category1,category2,gender,height,weight,keyword,size
123,MMCNP803-WC,바지,데님 팬츠,남자,174,80,적당함,33 
124,MMCNP803-WC,바지,데님 팬츠,남자,172,62,작음,29 
125,MMCNP803-WC,바지,데님 팬츠,남자,180,75,적당함,33 
126,MMCNP803-WC,바지,데님 팬츠,남자,183,75,적당함,32 
127,MMCNP803-WC,바지,데님 팬츠,남자,173,61,적당함,29 
128,MMCNP803-WC,바지,데님 팬츠,남자,185,85,적당함,34 
129,MMCNP803-WC,바지,데님 팬츠,남자,183,78,작음,32 
130,MMCNP803-WC,바지,데님 팬츠,여자,167,65,작음,31 
131,MMCNP803-WC,바지,데님 팬츠,남자,170,74,적당함,32 
132,MMCNP803-WC,바지,데님 팬츠,남자,173,80,적당함,33 
133,MMCNP803-WC,바지,데님 팬츠,남자,172,60,적당함,28 
134,MMCNP803-WC,바지,데님 팬츠,남자,175,85,적당함,36 
135,MMCNP803-WC,바지,데님 팬츠,남자,177,75,적당함,32 
136,MMCNP803-WC,바지,데님 팬츠,남자,174,76,작음,32 
137,MMCNP803-WC,바지,데님 팬츠,남자,178,70,적당함,30 
138,MMCNP803-WC,바지,데님 팬츠,남자,180,81,적당함,33 
139,MMCNP803-WC,바지,데님 팬츠,남자,178,78,적당함,32 
140,MMCNP803-WC,바지,데님 팬츠,남자,172,62,적당함,32 
141,MMCNP803-WC,바지,데님 팬츠,남자,177,88,적당함,36 
142,MMCNP803-WC,바지,데님 팬츠,남자,175,64,적당함,30 
143,MMCNP802-DI,바지,데님 팬츠,남자,170,60,적당함,30 
144,MMCNP802-DI,바지,데님 팬츠,남자,180,90,적당함,34 
145,MMCNP802-DI,바지,데님 팬츠,남자,181,84,적당함,31 
146,MMCNP802-DI,바지,데님 팬츠,남자,177,85,적당함,33 
147,MMCNP802-DI,바지,데님 팬츠,남자,175,68,작음,29 
148,MMCNP802-DI,바지,데님 팬츠,남자,188,94,적당함,34 
149,MMCNP802-DI,바지,데님 팬츠,남자,172,78,적당함,38 
150,MMCNP802-DI,바지,데님 팬츠,남자,180,80,적당함,32 
151,MMCNP802-DI,바지,데님 팬츠,남자,181,98,적당함,36 
152,MMCNP802-DI,바지,데님 팬츠,남자,179,84,적당함,32 
153,MMCNP802-DI,바지,데님 팬츠,남자,174,72,적당함,30 
154,MMCNP802-DI,바지,데님 팬츠,남자,173,64,큼,28 
155,MMCNP802-DI,바지,데님 팬츠,남자,184,83,적당함,33 
156,MMCNP802-DI,바지,데님 팬츠,남자,180,90,적당함,30 
157,MMCNP802-DI,바지,데님 팬츠,남자,178,85,적당함,34 
158,MMCNP802-DI,바지,데님 팬츠,남자,171,64,적당함,29 
159,MMCNP802-DI,바지,데님 팬츠,남자,170,60,적당함,30 
160,MMCNP802-DI,바지,데님 팬츠,남자,170,60,적당함,31 
161,MMCNP802-DI,바지,데님 팬츠,남자,175,77,적당함,32 
162,MMCNP802-DI,바지,데님 팬츠,남자,180,72,적당함,31 
163,MMCNP802-DI,바지,데님 팬츠,남자,167,66,적당함,27 
164,MMCNP802-DI,바지,데님 팬츠,남자,178,74,적당함,31 
165,MMCNP802-DI,바지,데님 팬츠,남자,173,67,큼,30 
166,MMCNP802-DI,바지,데님 팬츠,남자,173,99,적당함,36 
167,MMCNP802-DI,바지,데님 팬츠,남자,180,84,적당함,33 
168,MMCNP802-DI,바지,데님 팬츠,남자,175,66,적당함,29 
169,MMCNP802-DI,바지,데님 팬츠,남자,178,80,적당함,32 
170,MMCNP802-DI,바지,데님 팬츠,남자,185,95,적당함,36 
171,MMCNP802-DI,바지,데님 팬츠,남자,177,66,적당함,31 
172,MMCNP802-MI,바지,데님 팬츠,남자,170,70,적당함,32 
173,MMCNP802-MI,바지,데님 팬츠,남자,177,70,적당함,31 
174,MMCNP802-MI,바지,데님 팬츠,남자,175,74,적당함,32 
175,MMCNP802-MI,바지,데님 팬츠,남자,185,73,적당함,32 
176,MMCNP802-MI,바지,데님 팬츠,남자,178,77,적당함,31 
177,MMCNP802-MI,바지,데님 팬츠,남자,175,66,적당함,30 
178,MMCNP802-MI,바지,데님 팬츠,남자,183,77,적당함,32 
179,MMCNP802-MI,바지,데님 팬츠,남자,172,73,적당함,29 
180,MMCNP802-MI,바지,데님 팬츠,남자,176,68,적당함,31 
181,MMCNP802-MI,바지,데님 팬츠,남자,174,65,적당함,29 
182,MMCNP802-MI,바지,데님 팬츠,남자,170,55,적당함,26 
183,MMCNP802-MI,바지,데님 팬츠,남자,180,90,적당함,30 
184,MMCNP802-MI,바지,데님 팬츠,남자,169,70,적당함,29 
185,MMCNP802-MI,바지,데님 팬츠,남자,169,65,적당함,29 
186,MMCNP802-MI,바지,데님 팬츠,남자,180,84,적당함,33 
187,MMCNP802-MI,바지,데님 팬츠,여자,168,92,적당함,38 
188,MMCNP802-MI,바지,데님 팬츠,남자,170,50,적당함,27 
189,MMCNP802-MI,바지,데님 팬츠,남자,165,90,적당함,36 
190,MMCNP802-BK,바지,데님 팬츠,남자,171,72,적당함,31 
191,MMCNP802-BK,바지,데님 팬츠,남자,176,63,적당함,28 
192,MMCNP802-BK,바지,데님 팬츠,남자,180,90,적당함,34 
193,MMCNP802-BK,바지,데님 팬츠,여자,158,52,적당함,27 
194,MMCNP802-BK,바지,데님 팬츠,남자,183,70,적당함,31 
195,MMCNP802-BK,바지,데님 팬츠,남자,175,66,큼,31 
196,MMCNP802-BK,바지,데님 팬츠,남자,170,60,적당함,28 
197,MMCNP802-BK,바지,데님 팬츠,남자,186,95,적당함,36 
198,MMCNP802-BK,바지,데님 팬츠,남자,180,62,적당함,30 
199,MMCNP802-BK,바지,데님 팬츠,남자,178,75,큼,33 
200,MMCNP802-BK,바지,데님 팬츠,남자,180,70,적당함,32 
201,MMCNP802-BK,바지,데님 팬츠,남자,183,65,적당함,31 
202,MMCNP802-BK,바지,데님 팬츠,남자,173,60,적당함,28 
203,MMCNP802-BK,바지,데님 팬츠,남자,176,72,적당함,31 
204,MMCNP802-BK,바지,데님 팬츠,남자,175,63,큼,27 
205,MMCNP802-BK,바지,데님 팬츠,남자,180,72,적당함,31 
206,MMCNP802-BK,바지,데님 팬츠,남자,177,66,적당함,28 
207,MMCNP802-BK,바지,데님 팬츠,남자,180,76,적당함,31 
208,MMCNP802-WC,바지,데님 팬츠,남자,184,70,적당함,32 
209,MMCNP802-WC,바지,데님 팬츠,남자,179,70,큼,31 
210,MMCNP802-WC,바지,데님 팬츠,남자,188,104,큼,40 
211,MMCNP802-WC,바지,데님 팬츠,남자,177,65,적당함,27 
212,MMCNP802-WC,바지,데님 팬츠,남자,170,58,적당함,28 
213,MMCNP802-WC,바지,데님 팬츠,남자,170,65,적당함,28 
214,MMCNP802-WC,바지,데님 팬츠,남자,174,60,적당함,29 
215,MMCNP802-WC,바지,데님 팬츠,남자,178,72,적당함,31 
216,MMCNP802-WC,바지,데님 팬츠,남자,170,64,적당함,30 
217,MMCNP802-WC,바지,데님 팬츠,남자,170,60,적당함,27 
218,MMCNP802-WC,바지,데님 팬츠,남자,179,78,적당함,32 
219,MMCNP802-WC,바지,데님 팬츠,남자,175,55,큼,27 
220,MMCNP802-WC,바지,데님 팬츠,남자,175,65,큼,29 
221,MMCNP802-WC,바지,데님 팬츠,남자,173,62,적당함,28 
222,MMCNP802-WC,바지,데님 팬츠,남자,183,73,적당함,33 
223,MMCNP802-WC,바지,데님 팬츠,남자,182,70,적당함,31 
224,MMCNP802-WC,바지,데님 팬츠,남자,181,60,적당함,30 
225,MMCNP802-WC,바지,데님 팬츠,남자,175,70,적당함,29 
226,MMCNP802-WC,바지,데님 팬츠,남자,182,75,적당함,32 
227,MMCNP802-WC,바지,데님 팬츠,남자,185,67,적당함,28 
228,MMCNP802-WC,바지,데님 팬츠,남자,170,73,적당함,31 
229,MMCNP802-WC,바지,데님 팬츠,남자,187,97,적당함,36 
230,MMCNP802-WC,바지,데님 팬츠,남자,180,80,적당함,33 
231,MMCNP802-WC,바지,데님 팬츠,남자,175,63,큼,27 
232,MMCNP802-WC,바지,데님 팬츠,남자,178,75,적당함,36 
233,MMCNP802-WC,바지,데님 팬츠,남자,173,99,적당함,36 
234,MMCNP802-WC,바지,데님 팬츠,남자,180,84,적당함,33 
235,MMCNP802-WC,바지,데님 팬츠,여자,183,60,큼,31 
236,MMCNP802-WC,바지,데님 팬츠,남자,170,70,적당함,30 
237,MMCNP802-WC,바지,데님 팬츠,남자,174,75,적당함,31 
238,MMCNP802-WC,바지,데님 팬츠,남자,170,65,적당함,28 
239,MMCNP802-WC,바지,데님 팬츠,남자,176,77,적당함,33 
240,MMCNP802-WC,바지,데님 팬츠,남자,170,58,적당함,29 
241,MMBTL510-NA,상의,긴소매 티셔츠,남자,174,82,적당함,XL 
242,MMBTL510-NA,상의,긴소매 티셔츠,남자,181,85,적당함,2XL 
243,MMBTL510-NA,상의,긴소매 티셔츠,남자,177,78,적당함,XL 
244,MMBTL510-NA,상의,긴소매 티셔츠,여자,158,70,적당함,L 
245,MMBTL510-NA,상의,긴소매 티셔츠,남자,180,82,적당함,2XL 
246,MWCNP703-MI,바지,데님 팬츠,여자,169,57,적당함,28 
247,MWCNP703-MI,바지,데님 팬츠,여자,172,57,적당함,30 
248,MWCNP703-MI,바지,데님 팬츠,여자,155,51,적당함,26 
249,MWCNP703-MI,바지,데님 팬츠,여자,163,43,적당함,25 
250,MWCNP703-MI,바지,데님 팬츠,여자,161,48,적당함,26 
251,MWCNP703-MI,바지,데님 팬츠,여자,162,60,적당함,30 
252,MWCNP703-MI,바지,데님 팬츠,여자,160,43,적당함,25 
253,MWCNP703-MI,바지,데님 팬츠,여자,158,45,적당함,26 
254,MWCNP703-MI,바지,데님 팬츠,여자,160,53,적당함,26 
255,MWCNP703-MI,바지,데님 팬츠,여자,164,59,적당함,29 
256,MWCNP703-MI,바지,데님 팬츠,여자,173,60,적당함,30 
257,MWCNP703-MI,바지,데님 팬츠,여자,164,54,적당함,28 
258,MWCNP703-MI,바지,데님 팬츠,여자,165,54,적당함,27 
259,MWCNP703-MI,바지,데님 팬츠,여자,169,52,적당함,27 
260,MWCNP703-MI,바지,데님 팬츠,여자,173,62,적당함,30 
261,MWCNP703-MI,바지,데님 팬츠,여자,161,50,적당함,27 
262,MWCNP703-MI,바지,데님 팬츠,여자,160,54,적당함,28 
263,MWCNP703-MI,바지,데님 팬츠,여자,161,43,적당함,24 
264,MWCNP703-MI,바지,데님 팬츠,여자,159,47,작음,25 
265,MWCNP703-MI,바지,데님 팬츠,여자,159,47,적당함,26 
266,MWCNP703-MI,바지,데님 팬츠,여자,157,64,적당함,30 
267,MWCNP703-MI,바지,데님 팬츠,여자,166,60,적당함,30 
268,MWCNP703-MI,바지,데님 팬츠,여자,173,56,적당함,28 
269,MWCNP703-MI,바지,데님 팬츠,여자,167,54,적당함,27 
270,MWCNP703-MI,바지,데님 팬츠,여자,172,58,적당함,28 
271,MWCNP703-MI,바지,데님 팬츠,여자,170,60,적당함,29 
272,MWCNP703-MI,바지,데님 팬츠,여자,168,50,적당함,28 
273,MWCNP703-MI,바지,데님 팬츠,여자,160,54,적당함,27 
274,MWCNP703-MI,바지,데님 팬츠,여자,160,54,적당함,28 
275,MWCNP703-WC,바지,데님 팬츠,여자,167,52,큼,27 
276,MWCNP703-WC,바지,데님 팬츠,여자,159,58,적당함,30 
277,MWCNP703-WC,바지,데님 팬츠,여자,163,49,적당함,25 
278,MWCNP703-WC,바지,데님 팬츠,여자,165,66,적당함,29 
279,MWCNP703-WC,바지,데님 팬츠,여자,155,48,큼,26 
280,MWCNP703-WC,바지,데님 팬츠,여자,173,65,적당함,28 
281,MWCNP703-WC,바지,데님 팬츠,여자,158,48,적당함,25 
282,MWCNP703-WC,바지,데님 팬츠,여자,160,47,적당함,24 
283,MWCNP703-WC,바지,데님 팬츠,여자,161,57,적당함,27 
284,MWCNP703-WC,바지,데님 팬츠,여자,162,47,적당함,26 
285,MWCNP703-WC,바지,데님 팬츠,여자,162,53,적당함,27 
286,MWCNP703-WC,바지,데님 팬츠,여자,167,56,적당함,29 
287,MWCNP703-WC,바지,데님 팬츠,여자,165,48,적당함,26 
288,MWCNP703-WC,바지,데님 팬츠,여자,164,59,적당함,29 
289,MWCNP703-WC,바지,데님 팬츠,여자,158,44,적당함,25 
290,MWCNP703-WC,바지,데님 팬츠,여자,158,54,적당함,29 
291,MWCNP703-WC,바지,데님 팬츠,여자,170,52,적당함,27 
292,MWCNP703-WC,바지,데님 팬츠,여자,170,70,적당함,28 
293,MWCNP703-WC,바지,데님 팬츠,여자,168,58,적당함,29 
294,MWCNP703-WC,바지,데님 팬츠,여자,168,57,적당함,28 
295,MWCNP703-WC,바지,데님 팬츠,여자,167,51,적당함,25 
296,MWCNP703-WC,바지,데님 팬츠,여자,165,57,적당함,30 
297,MWCNP703-WC,바지,데님 팬츠,여자,173,62,적당함,30 
298,MWCNP703-WC,바지,데님 팬츠,여자,165,55,적당함,26 
299,MWCNP703-WC,바지,데님 팬츠,여자,161,50,적당함,27 
300,MWCNP703-WC,바지,데님 팬츠,여자,177,70,적당함,28 
301,MWCNP703-WC,바지,데님 팬츠,여자,173,62,적당함,29 
302,MWCNP703-WC,바지,데님 팬츠,여자,159,50,적당함,26 
303,MWCNP703-WC,바지,데님 팬츠,여자,160,54,적당함,28 
304,MWCNP703-WC,바지,데님 팬츠,여자,162,48,적당함,26 
305,MWCNP703-WC,바지,데님 팬츠,여자,171,58,적당함,27 
306,MWCNP703-WC,바지,데님 팬츠,여자,163,58,적당함,27 
307,MWCNP703-WC,바지,데님 팬츠,여자,167,53,적당함,26 
308,MWCNP703-WC,바지,데님 팬츠,여자,170,60,적당함,30 
309,MWCNP703-WC,바지,데님 팬츠,여자,162,55,적당함,28 
310,MWCNP703-WC,바지,데님 팬츠,여자,163,48,적당함,26 
311,MWCNP703-WC,바지,데님 팬츠,여자,155,49,적당함,25 
312,MWCNP703-WC,바지,데님 팬츠,여자,164,49,적당함,26 
313,MWCNP703-WC,바지,데님 팬츠,여자,168,53,적당함,28 
314,MWCNP703-WC,바지,데님 팬츠,여자,170,54,적당함,27 
315,MWCNP703-WC,바지,데님 팬츠,여자,167,49,큼,27 
316,MWCNP703-WC,바지,데님 팬츠,여자,155,47,적당함,26 
317,MWCNP703-WC,바지,데님 팬츠,여자,165,70,적당함,30 
318,MWCNP703-WC,바지,데님 팬츠,여자,170,55,적당함,26 
319,MWCNP703-WC,바지,데님 팬츠,여자,171,59,적당함,28 
320,MWCNP703-WC,바지,데님 팬츠,여자,164,52,적당함,27 
321,MWCNP703-WC,바지,데님 팬츠,여자,165,60,적당함,30 
322,MWCNP703-WC,바지,데님 팬츠,여자,172,58,적당함,28 
323,MWCNP703-WC,바지,데님 팬츠,여자,159,53,적당함,26 
324,MWCNP703-WC,바지,데님 팬츠,여자,168,62,적당함,29 
325,MWCNP703-WC,바지,데님 팬츠,여자,170,48,적당함,26 
326,MWCNP703-WC,바지,데님 팬츠,여자,163,44,적당함,25 
327,MWCCT704-BK,아우터,겨울 싱글 코트,여자,167,53,적당함,S 
328,MWCCT704-BK,아우터,겨울 싱글 코트,여자,170,56,적당함,L 
329,MWCCT704-BK,아우터,겨울 싱글 코트,여자,164,58,큼,M 
330,MWCCT704-BK,아우터,겨울 싱글 코트,여자,160,50,적당함,M 
331,MWCCT704-BK,아우터,겨울 싱글 코트,여자,165,68,적당함,M 
332,MWCCT704-BK,아우터,겨울 싱글 코트,여자,158,47,적당함,XS 
333,MWCCT704-BK,아우터,겨울 싱글 코트,여자,165,58,큼,L 
334,MWCCT704-BK,아우터,겨울 싱글 코트,여자,174,68,적당함,L 
335,MWCCT704-BK,아우터,겨울 싱글 코트,여자,163,61,적당함,S 
336,MWCCT704-BK,아우터,겨울 싱글 코트,여자,159,46,적당함,XS 
337,MWCCT704-BK,아우터,겨울 싱글 코트,여자,155,41,큼,XS 
338,MWCCT704-BK,아우터,겨울 싱글 코트,여자,166,48,적당함,XS 
339,MWCCT704-BK,아우터,겨울 싱글 코트,여자,161,57,적당함,S 
340,MWCCT704-BK,아우터,겨울 싱글 코트,여자,169,58,적당함,M 
341,MWCCT704-BK,아우터,겨울 싱글 코트,여자,168,55,적당함,M 
342,MWCCT704-BK,아우터,겨울 싱글 코트,여자,165,50,적당함,S 
343,MWCCT704-BK,아우터,겨울 싱글 코트,여자,167,48,적당함,S 
344,MWCCT704-BK,아우터,겨울 싱글 코트,여자,160,54,적당함,XS 
345,MWCCT701-CG,아우터,겨울 기타 코트,여자,155,43,적당함,XS 
346,MWCCT701-CG,아우터,겨울 기타 코트,여자,160,56,큼,S 
347,MWCCT701-CG,아우터,겨울 기타 코트,여자,165,58,적당함,M 
348,MWCCT701-CG,아우터,겨울 기타 코트,여자,167,52,적당함,S 
349,MWCCT701-CG,아우터,겨울 기타 코트,여자,165,95,적당함,L 
350,MWCCT701-CG,아우터,겨울 기타 코트,여자,162,52,적당함,S 
351,MWCCT701-CG,아우터,겨울 기타 코트,여자,160,54,적당함,S 
352,MWCCT701-CG,아우터,겨울 기타 코트,여자,160,47,적당함,S 
353,MWCCT701-CG,아우터,겨울 기타 코트,여자,159,57,적당함,M 
354,MWCCT701-CG,아우터,겨울 기타 코트,여자,158,62,큼,M 
355,MWCCT701-CG,아우터,겨울 기타 코트,여자,165,60,큼,M 
356,MWCCT701-CG,아우터,겨울 기타 코트,여자,161,50,적당함,XS 
357,MWCCT701-CG,아우터,겨울 기타 코트,여자,163,56,큼,M 
358,MWCCT701-CG,아우터,겨울 기타 코트,여자,160,60,적당함,XS 
359,MWCCT701-CG,아우터,겨울 기타 코트,여자,161,44,적당함,S 
360,MWCCT701-CG,아우터,겨울 기타 코트,여자,167,55,큼,L 
361,MWCCT701-BK,아우터,겨울 기타 코트,여자,158,58,적당함,XS 
362,MWCCT701-BK,아우터,겨울 기타 코트,여자,156,46,적당함,XS 
363,MWCCT701-BK,아우터,겨울 기타 코트,여자,161,47,큼,S 
